mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,zcr,centr,bandw,contrast,rolloff,ccens,ccqt,cstft,cvqt,audio_type
-204.0102,120.12139,-4.178026,31.380241,-15.469232,19.782501,-17.087996,-16.996649,-5.245389,-25.11511,-9.328898,-15.060326,-17.53937,-5.051255,-3.3536253,-21.893244,-3.0217292,-1.1148888,-12.081438,-4.655667,0.08527321039244186,1441.3167583857185,1444.857422180367,26.30129443510898,2637.8173828125,0.22291909,0.3406926,0.27322033,0.37458083,fake
-246.68471,139.8978,29.067667,37.604794,-10.723136,3.8274367,-5.912442,-17.477612,-10.328777,-17.156824,-13.151478,-17.003855,-18.97833,-7.376843,-6.7885103,-20.64186,-6.5373144,-2.1993225,-11.291747,-3.9904115,0.04776639716569767,908.8126777592332,1005.2760008922962,26.34855876887086,1438.3428529251453,0.2287274,0.25829783,0.20827937,0.30206633,fake
-186.90366,127.52254,5.2427335,37.668663,-11.645737,27.2008,-27.098454,-4.4094496,-7.3092914,-26.57122,-1.5123531,-18.57527,-10.274608,-3.9585638,-0.552849,-14.167378,-1.8612802,-4.0954943,-9.626438,0.29400128,0.12005473292151163,1621.4487385316627,1397.5027147242654,26.220007086894732,2617.786496184593,0.22843821,0.3065236,0.25934938,0.38401443,fake
-193.32191,133.72826,17.472326,54.599033,-14.050665,28.972878,-11.351827,-4.591644,-6.723889,-21.9689,-4.399641,-20.7358,-8.972564,-14.3551035,-5.9602785,-13.209026,-14.621354,-1.8030388,-6.973279,-7.515721,0.06732732599431818,1252.3949150145074,1420.2352429119012,24.641214695886518,2254.379549893466,0.21824394,0.30117473,0.28741178,0.39034247,fake
-271.5615,87.521225,27.226645,38.691734,-11.203825,10.090633,-33.374317,-12.774638,-3.2441072,-13.687212,-9.994991,-8.373806,-1.5384907,-0.41507837,3.7464716,-13.561996,2.2568343,-1.4940988,-6.8085065,-3.2005842,0.16563521984011628,2076.7985345001175,1338.4122232672162,26.662146074634016,3087.1352084847385,0.19562784,0.26595828,0.23274538,0.3676641,fake
-207.16595,149.37933,21.724968,31.27679,0.2937486,15.459301,-5.880795,-1.4268851,-5.403844,-19.580385,-11.575667,-15.946385,-13.656162,-13.324612,-3.8042758,-13.364554,-13.09305,-3.1959686,-6.6436844,-6.5154533,0.030511900436046513,775.478318263548,1120.2917063529442,24.193655530805458,1362.9766419876453,0.24207269,0.38081107,0.2968207,0.3898292,fake
-234.89761,172.47096,10.527438,30.371328,-7.827505,-0.017215274,-0.7748876,-11.393823,-10.0078,-20.117985,-15.816669,-9.467721,-12.861179,-6.7982483,-3.0380375,-10.944949,-7.162518,-0.49799436,-2.3877852,-9.75669,0.07186729029605263,971.6818979886694,1026.9764520105462,24.360348630961564,1633.5484554893092,0.24334903,0.3629892,0.321727,0.43722835,fake
-141.11032,167.92409,-0.5008921,28.09482,-15.835847,23.957764,-15.510824,-6.2058234,-10.6400385,-19.23593,-1.4537073,-19.369686,-3.39678,-9.153253,-3.4697585,-8.328147,-15.201312,-4.017731,-7.3954935,-8.476284,0.07535428779069768,1214.8509210682257,1141.463069530127,24.199224186478116,1926.9712936046512,0.24547568,0.3741153,0.3028714,0.4098865,fake
-288.1816,111.58895,40.80849,39.10315,-33.979992,8.877388,-22.872534,-24.828032,1.8845272,-6.578602,-6.698961,-10.759961,-4.679148,3.7636921,1.60125,-11.806608,1.1100764,0.1840877,-4.3561716,-2.6884966,0.09979156949626866,1541.6970572373643,1429.9278216236673,26.03653467334152,2512.474857159515,0.24293457,0.33035251,0.2560404,0.39202797,fake
-134.84253,136.45502,-4.076199,43.73331,-31.193802,25.829943,-18.834637,-6.3612065,-4.757415,-21.73133,-8.015666,-21.184862,-10.341745,-8.888622,-3.3266187,-14.92284,-0.8439898,-1.8407266,-6.770194,-3.634679,0.08678347565406977,1418.0561068645516,1487.3718274466332,25.25023216450505,2437.0077443677324,0.20586371,0.2988535,0.27246743,0.37734702,fake
-239.97424,126.90376,9.372526,35.342293,-5.588467,19.485844,-11.913604,-17.191843,-3.8528774,-24.331505,-9.522328,-9.158539,-12.954196,3.5047994,-2.7800593,-13.012886,2.3342545,-4.69506,-5.6053762,-2.862991,0.06930106026785714,1252.0444504864943,1385.6631749719604,24.086742565021968,2359.552001953125,0.23864104,0.35015565,0.27920192,0.3996424,fake
-168.80661,137.37543,-3.755919,28.141478,-15.31772,3.7914045,-7.6639996,-10.208997,-8.054808,-17.79249,-10.615404,-13.314826,-16.635439,-11.584346,-9.250114,-10.233069,-3.3581269,-4.503399,-2.0624182,-8.11177,0.0404762445494186,924.2164597322397,1169.8254483099947,25.265493094014708,1682.3440906613373,0.20056994,0.28459263,0.23207949,0.3588028,fake
-187.12811,139.81717,-1.3119812,23.800306,-11.660739,3.6130178,-6.6643353,-10.909349,-7.89176,-17.880732,-10.276427,-11.143193,-11.9149885,-6.758863,-9.298167,-9.456527,-5.7481127,-7.0144877,-0.45930266,-2.8448517,0.051796216643258425,985.0517475185658,1143.9476909470677,24.593046541592347,1800.0790028089887,0.224866,0.29489294,0.25765106,0.38129365,fake
-209.7119,127.225655,-10.504787,46.200115,-10.8596525,18.600363,-9.185462,-21.512789,-2.8290863,-28.319376,-10.115716,-9.414684,-18.319809,1.126892,-4.41254,-16.096,-2.1037583,-4.3599486,-4.8086047,-5.670252,0.07106763263081395,1289.5337365597911,1322.990838233661,25.718772286460048,2364.771359465843,0.23376703,0.29128304,0.24641465,0.34826446,fake
-215.95503,146.63385,7.075299,29.537628,-0.7924528,-1.3874414,2.1737375,-11.804195,-16.618235,-18.525087,-12.764983,-9.825391,-12.238086,-4.331083,-1.9635805,-11.916158,-7.686227,0.25273514,-2.7337372,-10.883944,0.053977788880813955,914.4808618736948,1070.916406785752,24.935215276569213,1636.0226653343022,0.24313024,0.35901114,0.3482735,0.43797415,fake
-212.82042,154.64049,9.431253,28.259418,-19.78676,23.64518,-4.8366,-4.093402,-3.5687988,-16.979982,-4.0931435,-17.827494,-12.881707,-7.8848166,-2.2715762,-18.589018,-11.000865,-1.5092101,-8.534866,-5.0107,0.057526344476744186,1087.8031884117436,1276.0410019652538,24.609462068198702,1993.9495707667152,0.246261,0.36482248,0.32505322,0.42306665,fake
-183.93326,139.88791,-0.61870897,28.754509,-17.528423,33.859566,-17.923254,-7.259865,-9.619508,-24.65965,0.9322444,-21.014257,-14.1251545,-6.3952684,-2.6252065,-16.674952,-5.033115,-4.2934756,-12.079339,-1.3595561,0.09534543059593023,1452.7167588417562,1377.3184515296562,26.129505483718415,2549.931867732558,0.22948234,0.34963334,0.2808297,0.40130356,fake
-205.60388,140.89633,17.597527,40.502808,-15.720896,29.4078,-11.758521,-6.0718374,-8.784623,-22.147724,-0.6979502,-19.478529,-8.129333,-14.222875,-7.537681,-9.497063,-14.945125,-2.7696936,-4.494808,-9.12113,0.07498276654411765,1318.6968577853597,1375.5604784275483,25.43637661400894,2326.092601102941,0.22008583,0.28338033,0.29997995,0.37905973,fake
-234.21944,89.04793,13.880304,39.883957,-26.51311,14.681981,-18.502388,-13.178951,7.0520325,-8.980348,-10.049293,-12.529456,-4.924405,0.102321245,-0.6397659,-13.550627,1.1293379,-0.8070619,-3.910261,-2.1468873,0.1307628542877907,2024.2767293984298,1411.8732694889447,25.144992134439597,3255.144270076308,0.2440242,0.3631865,0.29973125,0.42085806,fake
-117.16847,152.20265,-8.630152,27.68928,-32.2845,22.620787,-7.4116163,-8.60975,-1.2286093,-17.093817,-10.2494545,-14.821686,-11.588195,-10.352028,-2.9735265,-13.695412,-3.3955657,-3.7858746,-6.9715457,-2.5956032,0.04558975395114943,1071.0718215942125,1335.3704468603125,25.78652740506967,1874.0074420797414,0.2183112,0.29517642,0.2376953,0.35053265,fake
-234.77983,121.090836,4.554587,33.57655,-4.8446884,17.39016,-4.928151,-18.411034,-1.8283035,-22.727097,-12.356854,-10.970868,-19.00789,-1.5289456,-7.0998497,-16.701813,-2.6999924,-5.8419337,-7.944522,-5.6080008,0.04205689947289157,1017.7005824051536,1319.9290633383293,25.219024600142838,1889.3439970820782,0.25396934,0.35221896,0.25365162,0.3491869,fake
-225.74625,124.44434,21.772718,37.522095,-5.481169,17.067453,-11.393067,-3.419842,-9.510888,-21.687206,-2.0927267,-15.946953,-13.454855,-1.7993715,-0.9478119,-12.8561945,-2.0703733,-3.2063315,-8.303053,-2.240873,0.07567236889367816,1286.589124770969,1379.9447898990095,24.89757264215466,2245.640827047414,0.24343036,0.3575122,0.29488656,0.4138282,fake
-202.96704,120.65185,8.882386,45.409256,-15.833868,29.368193,-22.86994,-8.104152,-8.028287,-31.391994,0.95152307,-17.811872,-13.92927,-3.664325,-2.7567394,-15.123062,-3.4703453,-2.4303904,-9.351713,-0.45856056,0.1299333243534483,1786.8879174179592,1477.1896608044442,25.27206338407827,2905.126111260776,0.21858665,0.3100272,0.2917425,0.41250193,fake
-226.31203,180.57678,12.154508,24.74411,0.44153494,2.4983542,4.345861,-18.683214,-16.515553,-16.891138,-16.59786,-10.618736,-15.277418,-9.149988,-1.7719083,-10.581579,-7.3474193,2.1894977,-4.1872354,-9.93195,0.04391163793103448,717.6788521700913,845.6075407281718,24.9443416825252,1130.7406721443965,0.2414775,0.35133898,0.29784924,0.39539444,fake
-266.4154,92.83133,29.811295,49.591232,-10.023645,9.059162,-28.885578,-19.561357,-2.6070614,-12.909154,-7.9741077,-12.184887,-8.987969,-0.062772155,1.5753933,-10.507909,2.0441775,0.24604487,-2.5380387,-4.9619946,0.11308474657012195,1712.366682250057,1292.6706384144309,26.38063655880643,2650.816084698933,0.23030636,0.27860987,0.24905977,0.3745443,fake
-173.31528,140.74469,7.797446,35.357468,-6.5064654,23.541523,-21.730072,-8.98649,-7.156664,-21.982723,-2.8353488,-18.337254,-12.512988,-4.657327,-4.1900463,-16.79209,-5.215881,-3.7701256,-9.8304615,-4.1390786,0.07147074854651163,1168.9590910472639,1351.797167492888,25.906048288906064,2252.598394349564,0.23025036,0.29956996,0.25931528,0.38012582,fake
-164.72183,141.26779,11.887048,36.14818,-20.03523,18.602057,-18.75092,-10.176087,-11.336588,-24.454752,-10.284831,-17.12413,-6.7114043,-5.988076,-5.3440094,-9.083463,1.7230237,-3.387712,-5.777518,-3.7518115,0.0848587390988372,1260.2179176301456,1360.4162220255255,26.209049335912745,2277.0110374273254,0.23240168,0.28537962,0.24768986,0.34677556,fake
-211.03152,135.28577,20.577099,42.23229,-12.242003,28.7438,-11.813196,-6.4994097,-9.116802,-19.97498,-3.4803429,-22.354942,-8.187196,-11.321499,-5.3525023,-9.748536,-13.969948,-3.177838,-5.485929,-7.500218,0.07713140443313954,1296.0008342221774,1329.9859135005977,24.65549212549117,2162.334211482558,0.22835466,0.31822482,0.30184233,0.4081166,fake
-156.70908,117.65702,1.0787126,18.539078,-36.02563,33.63739,-26.693563,-4.306224,-7.1792107,-25.796217,-4.5085983,-19.783667,-7.0615587,-12.899999,-7.2513556,-15.905117,-6.3992467,-5.8952975,-6.9057355,-4.439229,0.13495866642441862,1855.6809111240423,1699.8056211322253,26.3189818677709,3290.5739007994184,0.22692621,0.3180173,0.27980936,0.3927018,fake
-189.32509,133.99442,10.711933,23.613274,-27.710503,21.936073,-6.7752028,-12.539658,-5.7849264,-9.531182,-11.974353,-22.298748,-9.42932,-12.727403,-8.779607,-18.04897,-3.003904,-2.910967,-12.01453,-0.6025558,0.12142305595930232,1629.6469018358025,1242.09191895466,26.57425889572102,2453.908804960029,0.22623426,0.30133736,0.22951718,0.36467838,fake
-167.51598,125.38721,1.537271,51.640022,-18.88906,11.291311,-16.591497,-13.295518,-13.178792,-30.814966,-9.338974,-12.2350235,-13.422674,-5.1414356,-1.2090465,-10.680149,-0.5700129,-3.187367,-5.4531784,-6.401265,0.09983648255813954,1384.7400324120797,1325.4614041278135,25.985807471294994,2259.484011627907,0.23562737,0.30847076,0.26878154,0.37100616,fake
-187.74532,147.24274,-1.054683,45.56594,-12.568408,-5.2405787,-0.32831213,-2.63004,-27.662947,-21.542494,-7.7843394,-26.58517,-4.0620623,-3.103613,-6.5339403,-6.2439237,-7.151097,-0.14765388,-1.0381159,-7.168823,0.06896688771802326,1162.8207676973059,1178.6621221526848,25.775918078721478,2036.1396257267443,0.25570047,0.35608438,0.25630596,0.3716404,fake
-163.59029,119.02878,-6.908122,28.06278,-29.287468,22.912922,-18.572334,-3.9343078,-6.6559706,-28.678873,-1.3020235,-15.297796,-8.86487,-8.815176,-8.364444,-16.683111,-10.600314,-4.4970946,-7.644954,-5.5387654,0.09407362827034883,1645.642091846998,1584.5561167127355,26.908331214921773,3052.7071220930234,0.21703456,0.28737032,0.24993758,0.3604089,fake
-157.29396,146.93802,1.5179653,47.934002,-8.369788,17.75187,-13.934465,-9.301699,-5.128369,-16.074234,-9.615044,-19.985065,-12.298194,-8.695344,-0.42725462,-13.908399,-8.0833025,-2.3290431,-6.207226,-7.6608367,0.07801712390988372,1321.779861586752,1321.7796518993512,24.138869425039854,2415.4745412427324,0.25911272,0.4344938,0.3558928,0.47259364,fake
-197.56137,135.0064,-8.674995,35.92902,-16.246138,0.48107147,-4.7669597,-2.9549923,-26.255686,-20.801151,-3.3675895,-22.04,-3.3833652,-2.0266204,-3.816592,-7.2918525,-4.891109,-0.19908579,-1.9766743,-7.283153,0.11824742759146341,1583.7581857183982,1250.055739328226,25.809250225369897,2705.6994926638718,0.25340515,0.36493945,0.29351422,0.4262136,fake
-182.76505,126.31979,11.271645,35.653065,-8.782046,25.826462,-15.90633,-4.274476,-7.858593,-24.132215,-1.4065859,-16.336586,-12.457472,-7.649969,-5.9842563,-15.998391,-4.2492495,-2.5230918,-8.805137,-1.4180558,0.07636144301470588,1358.836286656862,1443.3047984080874,26.308099472484415,2372.072323069853,0.209546,0.25474763,0.24517788,0.36622918,fake
-199.79004,136.08461,-1.0547827,39.555935,-20.60467,25.039942,-9.349258,-18.772255,-8.366334,-15.104227,-7.517742,-9.171142,-8.532611,-10.430611,2.0180407,-16.187323,-5.431214,-0.9174561,-8.356309,-1.4744828,0.07323650981104651,1326.069646557782,1339.4527367369092,24.244404907399115,2224.5551530704943,0.25892523,0.43416992,0.3324476,0.4627588,fake
-146.18692,158.26547,2.757848,38.31887,-3.6848414,20.896526,-8.905038,-8.553129,-7.512226,-12.801812,-9.1118145,-22.228802,-13.645621,-11.489248,-3.7977214,-13.115737,-7.755348,-2.1441958,-4.9494624,-5.5494213,0.06040493277616279,1044.6201635534258,1200.1896864689343,24.185241105318106,1929.2247683502908,0.23741463,0.3515551,0.27920416,0.3840869,fake
-197.70908,148.82274,-11.173069,33.33284,9.158174,16.38606,-10.957027,-13.363394,-17.824919,-12.985833,-8.2794075,-25.726004,-9.232344,-14.73451,-4.146277,-8.023897,-16.92635,-0.49564567,-5.605852,-9.45772,0.03665865384615385,871.0907982580919,1144.7739277420117,25.319753154433364,1539.032451923077,0.25701535,0.35181051,0.27240753,0.3765012,fake
-222.9428,130.34532,18.451138,42.27984,-13.574464,34.93127,-10.613155,-2.8998077,-2.5224624,-19.052408,-7.093138,-22.143969,-13.389149,-13.142029,-0.023435446,-17.496395,-13.476828,0.044172443,-6.2946477,-5.1669984,0.08500068132267442,1418.6263163827116,1516.3576067628778,25.386639493085596,2697.659656613372,0.23853861,0.33407485,0.32490426,0.40572667,fake
-165.71323,138.50204,-10.5735445,20.821022,-12.559646,5.187353,-6.973443,-4.3299203,-7.6567683,-15.448668,-14.25405,-16.669636,-15.718729,-15.4381485,-9.271944,-12.741038,-7.2189236,-7.6787996,-3.4519029,-3.2504697,0.03066845154494382,792.4960436716187,1043.3070255544599,25.732352390084337,1280.4997476299156,0.21576293,0.260375,0.20180064,0.30787715,fake
-193.19931,141.42247,12.6131525,22.232254,-12.978881,30.969418,-17.552576,-8.992052,-10.69545,-24.640766,-4.7994084,-18.145134,-9.737164,-5.1964784,-4.7875924,-16.32621,-3.4746668,-2.97285,-10.221988,-3.9215581,0.07810796693313954,1231.4675025136037,1346.5138796864392,26.6390621231126,2231.5659633902615,0.22452503,0.29947102,0.2401807,0.35588914,fake
-161.6307,121.432106,-7.870419,41.859104,-21.184566,14.456583,-19.277557,-15.261375,-4.886601,-26.033527,-7.251572,-12.816135,-15.145308,-4.3673286,-5.9111285,-19.025526,-4.085249,-5.8931365,-9.390924,-7.5240374,0.07359988190406977,1331.5236683038513,1440.7770009110727,26.753426714415028,2578.8514603015988,0.21211877,0.28606656,0.25492075,0.34066603,fake
-214.36432,168.47955,11.5798645,13.0839615,3.780218,2.0523734,-10.316691,-13.64918,-6.63693,-14.326943,-12.194234,-11.986899,-15.48928,-3.1000154,-3.9074812,-16.455011,-8.389671,-0.6616284,-7.0061984,-11.392417,0.052498851102941176,871.470109724569,953.5976875992618,23.75366737349448,1569.1371783088234,0.26547337,0.44801337,0.38151866,0.47743154,fake
-154.13608,148.28055,-1.9940895,35.7292,-14.221081,9.175636,-18.597595,-11.069373,-10.607439,-24.999296,-11.579741,-16.206596,-10.349164,-5.127546,-3.723021,-9.007943,0.35683712,-3.179939,-5.3407917,-5.5110207,0.0787552234738372,1112.9921988176213,1200.9194346641111,24.907025904270114,1907.3159861010174,0.25402963,0.34358492,0.26772133,0.35151672,fake
-218.34885,139.18755,15.859726,15.624144,-4.9369254,20.620815,-6.206268,-9.494157,-12.398594,-20.184761,-3.497607,-14.184184,-12.1285715,-4.00086,-6.8061433,-12.413996,-4.758366,-4.665987,-7.193663,-3.8225946,0.04280804984177215,892.3178255167177,1149.9783302068365,24.924008365297293,1511.1402294303798,0.21664357,0.2984959,0.2682278,0.36137828,fake
-204.50249,141.81442,14.415786,32.65164,-6.9617977,2.9548569,-5.592503,-11.973675,-7.1293445,-16.240232,-13.195182,-13.381895,-15.821093,-11.432784,-10.455341,-19.372179,-6.273928,-3.3845172,-9.671663,-5.460763,0.04094669117647059,843.7406004698047,1079.2758045190267,25.84065116064273,1468.1844554227941,0.21926375,0.26266238,0.21174784,0.29532588,fake
-192.42676,127.78379,-8.900628,31.774803,-19.832443,19.53213,-20.92605,-12.066426,-0.86632067,-28.87983,-5.5136075,-13.642996,-15.013135,-0.44994533,-7.0715313,-22.140272,-3.931211,-4.6294847,-11.77117,-6.410643,0.08162813408430232,1451.0971191569051,1385.1383868565067,27.081202402204095,2607.019894622093,0.21987756,0.28491345,0.2518093,0.35104302,fake
-202.17746,173.86034,9.3017235,22.120844,-0.6691072,-7.404162,-2.7259498,-10.522414,-16.158337,-13.028079,-13.745516,-11.577389,-13.069626,-8.679107,0.8057375,-12.991306,-9.916611,-1.2538202,-8.623779,-9.002803,0.032169785610465115,676.7545989048878,848.3851042300697,24.540343498993575,1028.3356422601744,0.2443853,0.37296772,0.31193602,0.4003458,fake
-160.5898,153.8812,-12.247804,17.307074,-11.719001,6.029859,-7.517882,-8.267507,-12.527714,-15.784708,-11.744477,-15.774873,-13.615115,-13.204641,-7.7055035,-9.223276,-4.8558183,-6.729749,-3.8502555,-5.743298,0.0346168695494186,811.2104126808698,1025.585812766279,24.63479463967101,1339.0647710755813,0.21586196,0.2954891,0.2197679,0.34609523,fake
-143.22977,144.53241,-2.9476626,49.026398,-16.481665,29.539495,-17.366661,-24.832878,-14.10651,-22.511845,-13.501663,-15.820477,-12.879377,-12.014579,3.342146,-18.707098,-6.7319193,-2.3525095,-9.457628,-0.8669226,0.06744600183823529,1221.467405097968,1384.5525337919405,24.342354187366382,2331.2859030330883,0.26516742,0.42011562,0.30904523,0.43082324,fake
-197.79985,127.15746,7.8459716,35.90775,-11.248908,15.320165,-13.606065,-3.141364,-6.886449,-15.071191,-8.190006,-21.586874,-10.2451935,-8.896077,-4.6865997,-17.287416,-2.4428484,2.5273676,-8.723614,-1.134866,0.09475495094476744,1441.3811492813763,1360.3442581142278,25.780696175715114,2370.780625454215,0.2265562,0.28231597,0.24926563,0.37599793,fake
-227.3159,108.81816,7.7495227,52.330833,8.501956,16.808046,-9.863367,1.3364059,3.4457815,-16.956846,-11.212246,-15.5076685,-10.799415,-13.602115,-3.7196975,-10.55331,-8.594598,-0.72458655,-3.5562105,-1.2206248,0.07150545987215909,1300.4359378317342,1388.4705226098888,23.409675481414855,2363.024347478693,0.24038704,0.383713,0.37727964,0.4145133,fake
-208.91028,131.82187,16.68391,43.68269,-5.7937727,7.068219,-10.771094,-8.822832,-3.7581909,-16.711771,-13.47407,-18.653156,-14.423017,-8.386024,-8.559871,-19.974646,-3.7406285,-0.61418575,-11.822397,-2.8065174,0.0826416015625,1149.0399856093618,1161.2906481490859,25.863241006985398,1836.9168090820312,0.23148425,0.30600464,0.2522381,0.3631864,fake
-227.31207,129.78996,-13.613215,42.867584,-0.068478316,-2.3662193,-1.3497947,-0.043806903,-21.84029,-15.376913,-0.59567755,-23.147093,-7.032899,-4.560296,-7.95992,-6.6943264,-8.051352,-1.3653597,-1.0789336,-7.6521115,0.10432158320783133,1432.8219430685317,1214.0272036259248,25.318591509663445,2468.405555817018,0.25131887,0.36151958,0.30055285,0.43016064,fake
-177.04816,133.40591,-2.4430914,38.528526,-23.7288,23.083677,-12.072179,-2.1134064,-1.4797907,-20.195368,-3.1387446,-13.701318,-12.160278,-4.657503,-0.6377921,-15.123728,0.07128559,-3.2528346,-8.09743,-2.507622,0.07180005450581395,1345.1569055314123,1471.8193989958718,23.987944396046572,2498.727913789971,0.24476092,0.41335848,0.3687433,0.45775405,fake
-196.94305,124.888466,10.974951,55.42073,-18.745085,39.311077,-12.643164,-5.496943,-4.891319,-23.730402,-1.9685842,-23.52852,-7.266512,-11.582528,-6.9975286,-12.693709,-12.905986,-1.9851022,-6.4505134,-8.739513,0.10043658088235294,1601.841553440241,1426.719929204103,25.459157238036564,2599.437614889706,0.2112535,0.29272848,0.27859214,0.40277365,fake
-188.42374,129.84616,-11.411396,43.89412,-9.449978,15.616498,-6.1894717,-21.3558,-6.136207,-25.206776,-10.797227,-13.311383,-21.697807,2.0865607,-5.5315347,-21.817852,0.39752263,-4.965048,-9.60575,-3.9804468,0.04817519077034884,1095.20568705096,1332.0734970542276,26.413939722601963,2195.510367460029,0.21740401,0.2729477,0.23385063,0.31365225,fake
-191.4375,132.5216,-6.015193,17.995262,-11.7902975,9.403607,-5.762959,-6.2582293,-3.4341447,-14.954905,-9.039179,-11.725384,-14.370251,-8.480481,-8.809208,-12.533646,-6.7133727,-6.376983,-0.7026058,-4.927504,0.04591547056686047,999.8755419057125,1235.8306252458506,24.35371880844626,1909.0686886809592,0.21301313,0.30807602,0.2667956,0.40811884,fake
